"id";"kap_id";"kapitel";"tab_id";"tabelle";"jahr";"raum_id";"raum";"zei_id";"zeile";"quelle";"linktabellenkommentar";"zahl"
"020.020.2005.001.020";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"001";"Innenstadt";"20";"Erwerbsfähige Leistungsberechtigte";"Statistik der Bundesagentur für Arbeit";;"8627.00"
"020.020.2005.001.030";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"001";"Innenstadt";"30";"darunter Frauen";"Statistik der Bundesagentur für Arbeit";;"3494.00"
"020.020.2005.001.040";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"001";"Innenstadt";"40";"darunter Ausländer/-innen";"Statistik der Bundesagentur für Arbeit";;"2671.00"
"020.020.2005.001.060";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"001";"Innenstadt";"60";"Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"7371.00"
"020.020.2005.001.070";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"001";"Innenstadt";"70";"darunter Single-BG";"Statistik der Bundesagentur für Arbeit";;"5627.00"
"020.020.2005.001.080";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"001";"Innenstadt";"80";"darunter Alleinerziehend";"Statistik der Bundesagentur für Arbeit";;"632.00"
"020.020.2005.001.090";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"001";"Innenstadt";"90";"darunter Partner-BG ohne Kinder";"Statistik der Bundesagentur für Arbeit";;"537.00"
"020.020.2005.001.100";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"001";"Innenstadt";"100";"darunter Partner-BG mit Kind(ern)";"Statistik der Bundesagentur für Arbeit";;"575.00"
"020.020.2005.002.010";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"002";"Rodenkirchen";"10";"Personen in Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"8126.00"
"020.020.2005.002.020";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"002";"Rodenkirchen";"20";"Erwerbsfähige Leistungsberechtigte";"Statistik der Bundesagentur für Arbeit";;"6066.00"
"020.020.2005.002.030";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"002";"Rodenkirchen";"30";"darunter Frauen";"Statistik der Bundesagentur für Arbeit";;"2997.00"
"020.020.2005.002.040";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"002";"Rodenkirchen";"40";"darunter Ausländer/-innen";"Statistik der Bundesagentur für Arbeit";;"2028.00"
"020.020.2005.002.060";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"002";"Rodenkirchen";"60";"Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"4645.00"
"020.020.2005.002.070";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"002";"Rodenkirchen";"70";"darunter Single-BG";"Statistik der Bundesagentur für Arbeit";;"2742.00"
"020.020.2005.002.080";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"002";"Rodenkirchen";"80";"darunter Alleinerziehend";"Statistik der Bundesagentur für Arbeit";;"667.00"
"020.020.2005.002.090";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"002";"Rodenkirchen";"90";"darunter Partner-BG ohne Kinder";"Statistik der Bundesagentur für Arbeit";;"503.00"
"020.020.2005.002.100";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"002";"Rodenkirchen";"100";"darunter Partner-BG mit Kind(ern)";"Statistik der Bundesagentur für Arbeit";;"731.00"
"020.020.2005.003.010";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"003";"Lindenthal";"10";"Personen in Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"6078.00"
"020.020.2005.003.020";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"003";"Lindenthal";"20";"Erwerbsfähige Leistungsberechtigte";"Statistik der Bundesagentur für Arbeit";;"4739.00"
"020.020.2005.003.030";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"003";"Lindenthal";"30";"darunter Frauen";"Statistik der Bundesagentur für Arbeit";;"2260.00"
"020.020.2005.003.040";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"003";"Lindenthal";"40";"darunter Ausländer/-innen";"Statistik der Bundesagentur für Arbeit";;"1266.00"
"020.020.2005.003.060";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"003";"Lindenthal";"60";"Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"3878.00"
"020.020.2005.003.070";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"003";"Lindenthal";"70";"darunter Single-BG";"Statistik der Bundesagentur für Arbeit";;"2568.00"
"020.020.2005.003.080";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"003";"Lindenthal";"80";"darunter Alleinerziehend";"Statistik der Bundesagentur für Arbeit";;"555.00"
"020.020.2005.003.090";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"003";"Lindenthal";"90";"darunter Partner-BG ohne Kinder";"Statistik der Bundesagentur für Arbeit";;"353.00"
"020.020.2005.003.100";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"003";"Lindenthal";"100";"darunter Partner-BG mit Kind(ern)";"Statistik der Bundesagentur für Arbeit";;"401.00"
"020.020.2005.004.010";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"004";"Ehrenfeld";"10";"Personen in Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"14506.00"
"020.020.2005.004.020";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"004";"Ehrenfeld";"20";"Erwerbsfähige Leistungsberechtigte";"Statistik der Bundesagentur für Arbeit";;"10633.00"
"020.020.2005.004.030";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"004";"Ehrenfeld";"30";"darunter Frauen";"Statistik der Bundesagentur für Arbeit";;"5298.00"
"020.020.2005.004.040";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"004";"Ehrenfeld";"40";"darunter Ausländer/-innen";"Statistik der Bundesagentur für Arbeit";;"3724.00"
"020.020.2005.004.060";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"004";"Ehrenfeld";"60";"Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"8237.00"
"020.020.2005.004.070";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"004";"Ehrenfeld";"70";"darunter Single-BG";"Statistik der Bundesagentur für Arbeit";;"4825.00"
"020.020.2005.004.080";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"004";"Ehrenfeld";"80";"darunter Alleinerziehend";"Statistik der Bundesagentur für Arbeit";;"1421.00"
"020.020.2005.004.090";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"004";"Ehrenfeld";"90";"darunter Partner-BG ohne Kinder";"Statistik der Bundesagentur für Arbeit";;"765.00"
"020.020.2005.004.100";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"004";"Ehrenfeld";"100";"darunter Partner-BG mit Kind(ern)";"Statistik der Bundesagentur für Arbeit";;"1225.00"
"020.020.2005.005.010";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"005";"Nippes";"10";"Personen in Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"11287.00"
"020.020.2005.005.020";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"005";"Nippes";"20";"Erwerbsfähige Leistungsberechtigte";"Statistik der Bundesagentur für Arbeit";;"8237.00"
"020.020.2005.005.030";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"005";"Nippes";"30";"darunter Frauen";"Statistik der Bundesagentur für Arbeit";;"4169.00"
"020.020.2005.005.040";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"005";"Nippes";"40";"darunter Ausländer/-innen";"Statistik der Bundesagentur für Arbeit";;"2797.00"
"020.020.2005.005.060";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"005";"Nippes";"60";"Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"6394.00"
"020.020.2005.005.070";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"005";"Nippes";"70";"darunter Single-BG";"Statistik der Bundesagentur für Arbeit";;"3756.00"
"020.020.2005.005.080";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"005";"Nippes";"80";"darunter Alleinerziehend";"Statistik der Bundesagentur für Arbeit";;"1105.00"
"020.020.2005.005.090";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"005";"Nippes";"90";"darunter Partner-BG ohne Kinder";"Statistik der Bundesagentur für Arbeit";;"615.00"
"020.020.2005.005.100";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"005";"Nippes";"100";"darunter Partner-BG mit Kind(ern)";"Statistik der Bundesagentur für Arbeit";;"917.00"
"020.020.2005.006.010";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"006";"Chorweiler";"10";"Personen in Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"11820.00"
"020.020.2005.006.020";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"006";"Chorweiler";"20";"Erwerbsfähige Leistungsberechtigte";"Statistik der Bundesagentur für Arbeit";;"8142.00"
"020.020.2005.006.030";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"006";"Chorweiler";"30";"darunter Frauen";"Statistik der Bundesagentur für Arbeit";;"4391.00"
"020.020.2005.006.040";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"006";"Chorweiler";"40";"darunter Ausländer/-innen";"Statistik der Bundesagentur für Arbeit";;"3409.00"
"020.020.2005.006.060";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"006";"Chorweiler";"60";"Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"5618.00"
"020.020.2005.006.070";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"006";"Chorweiler";"70";"darunter Single-BG";"Statistik der Bundesagentur für Arbeit";;"2477.00"
"020.020.2005.006.080";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"006";"Chorweiler";"80";"darunter Alleinerziehend";"Statistik der Bundesagentur für Arbeit";;"1031.00"
"020.020.2005.006.090";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"006";"Chorweiler";"90";"darunter Partner-BG ohne Kinder";"Statistik der Bundesagentur für Arbeit";;"777.00"
"020.020.2005.006.100";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"006";"Chorweiler";"100";"darunter Partner-BG mit Kind(ern)";"Statistik der Bundesagentur für Arbeit";;"1330.00"
"020.020.2005.007.010";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"007";"Porz";"10";"Personen in Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"12326.00"
"020.020.2005.007.020";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"007";"Porz";"20";"Erwerbsfähige Leistungsberechtigte";"Statistik der Bundesagentur für Arbeit";;"8687.00"
"020.020.2005.007.030";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"007";"Porz";"30";"darunter Frauen";"Statistik der Bundesagentur für Arbeit";;"4465.00"
"020.020.2005.007.040";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"007";"Porz";"40";"darunter Ausländer/-innen";"Statistik der Bundesagentur für Arbeit";;"3095.00"
"020.020.2005.007.060";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"007";"Porz";"60";"Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"6225.00"
"020.020.2005.007.070";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"007";"Porz";"70";"darunter Single-BG";"Statistik der Bundesagentur für Arbeit";;"3160.00"
"020.020.2005.007.080";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"007";"Porz";"80";"darunter Alleinerziehend";"Statistik der Bundesagentur für Arbeit";;"1089.00"
"020.020.2005.007.090";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"007";"Porz";"90";"darunter Partner-BG ohne Kinder";"Statistik der Bundesagentur für Arbeit";;"712.00"
"020.020.2005.007.100";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"007";"Porz";"100";"darunter Partner-BG mit Kind(ern)";"Statistik der Bundesagentur für Arbeit";;"1264.00"
"020.020.2005.008.010";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"008";"Kalk";"10";"Personen in Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"18677.00"
"020.020.2005.008.020";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"008";"Kalk";"20";"Erwerbsfähige Leistungsberechtigte";"Statistik der Bundesagentur für Arbeit";;"13701.00"
"020.020.2005.008.030";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"008";"Kalk";"30";"darunter Frauen";"Statistik der Bundesagentur für Arbeit";;"6703.00"
"020.020.2005.008.040";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"008";"Kalk";"40";"darunter Ausländer/-innen";"Statistik der Bundesagentur für Arbeit";;"5848.00"
"020.020.2005.008.060";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"008";"Kalk";"60";"Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"10141.00"
"020.020.2005.008.070";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"008";"Kalk";"70";"darunter Single-BG";"Statistik der Bundesagentur für Arbeit";;"5608.00"
"020.020.2005.008.080";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"008";"Kalk";"80";"darunter Alleinerziehend";"Statistik der Bundesagentur für Arbeit";;"1505.00"
"020.020.2005.008.090";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"008";"Kalk";"90";"darunter Partner-BG ohne Kinder";"Statistik der Bundesagentur für Arbeit";;"1216.00"
"020.020.2005.008.100";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"008";"Kalk";"100";"darunter Partner-BG mit Kind(ern)";"Statistik der Bundesagentur für Arbeit";;"1810.00"
"020.020.2005.009.010";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"009";"Mülheim";"10";"Personen in Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"22496.00"
"020.020.2005.009.020";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"009";"Mülheim";"20";"Erwerbsfähige Leistungsberechtigte";"Statistik der Bundesagentur für Arbeit";;"16291.00"
"020.020.2005.009.030";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"009";"Mülheim";"30";"darunter Frauen";"Statistik der Bundesagentur für Arbeit";;"8102.00"
"020.020.2005.009.040";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"009";"Mülheim";"40";"darunter Ausländer/-innen";"Statistik der Bundesagentur für Arbeit";;"5546.00"
"020.020.2005.009.060";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"009";"Mülheim";"60";"Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"12205.00"
"020.020.2005.009.070";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"009";"Mülheim";"70";"darunter Single-BG";"Statistik der Bundesagentur für Arbeit";;"6645.00"
"020.020.2005.009.080";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"009";"Mülheim";"80";"darunter Alleinerziehend";"Statistik der Bundesagentur für Arbeit";;"2068.00"
"020.020.2005.009.090";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"009";"Mülheim";"90";"darunter Partner-BG ohne Kinder";"Statistik der Bundesagentur für Arbeit";;"1386.00"
"020.020.2005.009.100";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"009";"Mülheim";"100";"darunter Partner-BG mit Kind(ern)";"Statistik der Bundesagentur für Arbeit";;"2104.00"
"020.020.2005.101.010";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"101";"Altstadt/Süd";"10";"Personen in Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"2551.00"
"020.020.2005.101.020";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"101";"Altstadt/Süd";"20";"Erwerbsfähige Leistungsberechtigte";"Statistik der Bundesagentur für Arbeit";;"2092.00"
"020.020.2005.101.030";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"101";"Altstadt/Süd";"30";"darunter Frauen";"Statistik der Bundesagentur für Arbeit";;"845.00"
"020.020.2005.101.040";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"101";"Altstadt/Süd";"40";"darunter Ausländer/-innen";"Statistik der Bundesagentur für Arbeit";;"664.00"
"020.020.2005.101.060";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"101";"Altstadt/Süd";"60";"Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"1801.00"
"020.020.2005.101.070";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"101";"Altstadt/Süd";"70";"darunter Single-BG";"Statistik der Bundesagentur für Arbeit";;"1371.00"
"020.020.2005.101.080";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"101";"Altstadt/Süd";"80";"darunter Alleinerziehend";"Statistik der Bundesagentur für Arbeit";;"171.00"
"020.020.2005.101.090";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"101";"Altstadt/Süd";"90";"darunter Partner-BG ohne Kinder";"Statistik der Bundesagentur für Arbeit";;"106.00"
"020.020.2005.101.100";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"101";"Altstadt/Süd";"100";"darunter Partner-BG mit Kind(ern)";"Statistik der Bundesagentur für Arbeit";;"153.00"
"020.020.2005.102.010";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"102";"Neustadt/Süd";"10";"Personen in Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"3097.00"
"020.020.2005.102.020";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"102";"Neustadt/Süd";"20";"Erwerbsfähige Leistungsberechtigte";"Statistik der Bundesagentur für Arbeit";;"2632.00"
"020.020.2005.102.030";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"102";"Neustadt/Süd";"30";"darunter Frauen";"Statistik der Bundesagentur für Arbeit";;"1019.00"
"020.020.2005.102.040";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"102";"Neustadt/Süd";"40";"darunter Ausländer/-innen";"Statistik der Bundesagentur für Arbeit";;"832.00"
"020.020.2005.102.060";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"102";"Neustadt/Süd";"60";"Bedarfsgemeinschaften";"Statistik der Bundesagentur für Arbeit";;"2236.00"
"020.020.2005.102.070";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"102";"Neustadt/Süd";"70";"darunter Single-BG";"Statistik der Bundesagentur für Arbeit";;"1708.00"
"020.020.2005.102.080";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"102";"Neustadt/Süd";"80";"darunter Alleinerziehend";"Statistik der Bundesagentur für Arbeit";;"179.00"
"020.020.2005.102.090";"020";"Gesundheit und Soziales";"020";"Leistungsberechtigte nach SGB II - Grundsicherung für Arbeitssuchende";"2005";"102";"Neustadt/Süd";"90";"darunter Partner-BG ohne Kinder";"Statistik der Bundesagentur für Arbeit";;"171.00"
